provider_id,cbsa,procedure_volume,risk_score,asc_rate,hopd_rate,inpatient_rate,asc_cost,hopd_cost,inpatient_cost,n_asc,n_hopd,n_inpatient,provider_cost_in_total_asc,provider_cost_in_total_hopd,provider_cost_in_total_inpatient,provider_cost_in_total,provider_avg_cost,cbsa_total_volume,cbsa_total_asc_volume,cbsa_total_cost,cbsa_asc_avg,cbsa_cost_avg,asc_gap,cost_gap,asc_shortfall,excess_cost,opportunity_score,high_cost_flag,high_cost_prob,treatment,asc_rate_post,volume_x_gap,cost_x_gap,uplift_score,uplift_segment,final_score
10,TX,192,1.7439554604723808,0.5054956914345284,0.32680548559166345,0.16769882297380803,12764.642661779064,29905.5298361706,34953.58244997541,97.05517275542945,62.74665323359938,32.198174010971144,1238874.598700292,1876471.9103972567,1125441.5300311353,4240788.0391286835,22087.437703795225,134654,62008.066623482635,2921097736.5648656,0.46049925455970586,21693.36029055851,0.044996436874822576,394.0774132367151,0.0,394.0774132367151,0.0,1,0.48909938501341294,control,0.5054956914345284,8.639315879965935,3404.5592541118504,-0.038475145358193186,Low,-0.0
11,TX,100,1.257994432082084,0.3335783333997986,0.5888787121967997,0.07754295440340171,12817.488277718194,25500.57708958462,40000.045500386674,33.35783333997986,58.887871219679965,7.754295440340171,427563.63780526904,1501674.6996789805,310172.1704370478,2239410.5079212976,22394.105079212975,134654,62008.066623482635,2921097736.5648656,0.46049925455970586,21693.36029055851,-0.12692092115990727,700.7447886544651,0.12692092115990727,700.7447886544651,8893.917407402925,1,0.6674330813881665,treatment,0.29058077451444236,-12.692092115990727,-8893.917407402925,-0.039479625363149806,Low,-351.1285272550641
12,TX,100,0.8218851824393913,0.40140949716247354,0.44020939090553945,0.158381111931987,17498.19329974802,31748.108312684602,39240.295688995284,40.140949716247356,44.020939090553945,15.838111193198701,702394.0973703617,1397581.5422729983,621492.166376303,2721467.806019663,27214.678060196627,134654,62008.066623482635,2921097736.5648656,0.46049925455970586,21693.36029055851,-0.05908975739723232,5521.317769638117,0.05908975739723232,5521.317769638117,32625.33275209442,1,0.697252907897936,control,0.40140949716247354,-5.908975739723232,-32625.33275209442,-0.011959378057694592,Medium,-390.1786886403827
13,TX,132,1.3324800468486795,0.368454988798854,0.4731189648175641,0.15842604638358196,15860.094277270053,27352.827220706688,47148.685793925564,48.63605852144873,62.45170335591846,20.912238122632818,771372.4734250004,1708230.6515332656,985984.5444917666,3465587.6694500325,26254.452041288125,134654,62008.066623482635,2921097736.5648656,0.46049925455970586,21693.36029055851,-0.09204426576085184,4561.091750729614,0.09204426576085184,4561.091750729614,55416.5490468197,1,0.7489335487530664,treatment,0.32937901036496464,-12.149843080432444,-55416.5490468197,-0.03468186775742588,Low,-1921.949425614706
14,FL,115,0.8295831137015606,0.26720392594235454,0.5297945410552457,0.20300153300239984,13093.779150085995,25794.732385093732,39445.78487185485,30.728451483370772,60.926372221353255,23.345176295275984,402351.5573473893,1571579.4666444159,920868.8019389819,2894799.825930787,25172.172399398147,138165,62388.53704565758,3004138507.337178,0.45155095028160225,21743.12240681199,-0.1843470243392477,3429.0499925861586,0.1843470243392477,3429.0499925861586,72695.54368103444,1,0.868050863643336,control,0.26720392594235454,-21.199907799013488,-72695.54368103444,0.02539484922814511,High,1846.0923713379066
15,NY,91,1.3225541190921188,0.4122605022292303,0.40919757453155947,0.1785419232392103,13272.465912087808,25048.046865447024,28266.322056866124,37.515705702859954,37.23697928237191,16.247315014768137,497925.9251091269,932713.6021925316,459251.83876679273,1889891.3660684512,20768.0369897632,141464,64915.735606509705,3072683737.9465666,0.4588851976934747,21720.605510564998,-0.046624695464244414,-952.5685208017967,0.046624695464244414,0.0,0.0,0,0.7608321893477177,control,0.4122605022292303,-4.242847287246242,4041.6027644000683,-0.05016760195668285,Low,-0.0
16,FL,166,1.0240919371208363,0.5787822244179278,0.325022277636743,0.09619549794532924,13005.894087240642,26993.733644006632,27099.042010966008,96.07784925337602,53.953698087699344,15.968452658924653,1249578.3315192808,1456411.7552885062,432729.769454321,3138719.856262108,18907.950941338,138165,62388.53704565758,3004138507.337178,0.45155095028160225,21743.12240681199,0.12723127413632557,-2835.171465473988,0.0,0.0,0.0,0,0.10213954335798406,control,0.5787822244179278,21.120391506630042,-59879.93133923667,0.005144401999665149,High,0.0
17,FL,82,0.8023446250608108,0.5029339363867502,0.40839165495883734,0.08867440865441256,11242.94401278581,27274.291573958988,35279.757860092934,41.24058278371352,33.48811570662466,7.27130150966183,463665.5632919495,913364.6320449567,256529.75658859758,1633559.9519255038,19921.462828359803,138165,62388.53704565758,3004138507.337178,0.45155095028160225,21743.12240681199,0.051382986105147965,-1821.659578452185,0.0,0.0,0.0,0,0.28492261243943157,treatment,0.4696032848836971,4.213404860622133,-7675.3893222493025,-0.024098787861508764,Medium,-0.0
18,FL,57,1.203946103748691,0.511256168442337,0.3427713669478125,0.14597246460985056,16038.298329880823,26513.626753243123,35754.51154610081,29.14160160121321,19.537967916025313,8.320430482761482,467381.7002907902,518022.3888423345,297492.92776442453,1282897.0168975492,22506.965208728932,138165,62388.53704565758,3004138507.337178,0.45155095028160225,21743.12240681199,0.05970521816073476,763.8428019169442,0.0,763.8428019169442,0.0,1,0.4381634928428917,control,0.511256168442337,3.4031974351618817,2599.5078643506095,-0.0606099434078855,Low,-0.0
19,TX,86,1.0412558718171054,0.5490011610454768,0.2997804399685963,0.15121839898592682,14745.49643689853,31789.516272307366,32258.031269996824,47.21409984991101,25.781117837299284,13.004782312789706,696195.3411082341,819569.2650070993,419508.67450547195,1935273.2806208052,22503.17768163727,134654,62008.066623482635,2921097736.5648656,0.46049925455970586,21693.36029055851,0.08850190648577094,809.8173910787591,0.0,809.8173910787591,0.0,1,0.43933051743103685,treatment,0.5228233343878883,7.611163957776301,6163.652939359087,-0.03104759361694076,Medium,-0.0
20,CA,88,1.1194803316537978,0.5326940436840552,0.36758270978483853,0.09972324653110629,18419.528942912257,28472.259604708983,38840.64188005349,46.87707584419685,32.34727846106579,8.775645694737353,863453.655271277,921000.1098492765,340851.7116955267,2125305.47681608,24151.198600182728,136818,62219.816523330745,2990457076.2626686,0.4547633829125608,21857.190400843956,0.07793066077149435,2294.008199338772,0.0,2294.008199338772,0.0,1,0.26290251785025814,treatment,0.4950824967902925,6.857898147891503,15732.074581493289,-0.041276663123412105,Low,-0.0
21,NY,32,1.0646521069552326,0.5351504950802348,0.38035136049293866,0.0844981444268266,10832.946335741854,23101.74507913674,22428.71313977343,17.124815842567514,12.171243535774037,2.703940621658451,185512.2110319958,281176.96545954276,60645.90855015804,527335.0850416966,16479.221407553017,141464,64915.735606509705,3072683737.9465666,0.4588851976934747,21720.605510564998,0.07626529738676013,-5241.38410301198,0.0,0.0,0.0,0,0.2304283290695534,control,0.5351504950802348,2.4404895163763243,-12791.542954702261,-0.06497397151165529,Low,-0.0
22,CA,194,1.0615044318612783,0.3869383704540074,0.4613986268507918,0.1516630026952007,16696.422879344464,22618.823232128972,32680.221451198668,75.06604386807744,89.51133360905361,29.422622522868934,1253334.4123008435,2024641.0321753086,961537.8197223825,4239513.264198534,21853.161155662547,136818,62219.816523330745,2990457076.2626686,0.4547633829125608,21857.190400843956,-0.06782501245855338,-4.029245181409351,0.06782501245855338,0.0,0.0,0,0.7217223414082564,treatment,0.39940543590691313,-13.158052416959356,53.017019297765145,0.015130832911747882,High,0.0
23,FL,50,1.2401661664260235,0.5220757390774962,0.40040210700378104,0.07752215391872279,16873.903485396302,26328.691885028726,23585.42174572566,26.10378695387481,20.020105350189052,3.8761076959361396,440472.7816630307,527103.1852709426,91419.63474050681,1058995.6016744801,21179.912033489603,138165,62388.53704565758,3004138507.337178,0.45155095028160225,21743.12240681199,0.07052478879589391,-563.2103733223848,0.0,0.0,0.0,0,0.276753502237386,control,0.5220757390774962,3.5262394397946957,-1986.0146313108878,-0.07624426323998618,Low,-0.0
24,FL,133,1.7751420546453,0.6131036485599559,0.26042390595227966,0.12647244548776443,17136.73493058342,25559.868229263797,31239.981804271138,81.54278525847414,34.636379491653194,16.82083524987267,1397377.0964759567,885301.2957454306,525482.5871386648,2808160.9793600524,21113.992326015432,138165,62388.53704565758,3004138507.337178,0.45155095028160225,21743.12240681199,0.16155269827835367,-629.1300807965563,0.0,0.0,0.0,0,0.16652355912468395,treatment,0.5467739895909827,21.486508871021037,-13517.80906206139,-0.056119735100631285,Low,-0.0
25,CA,41,1.3746375701648674,0.5222209155616876,0.39222958176093375,0.08554950267737879,15491.290340413483,25835.260216511902,33263.86686064984,21.41105753802919,16.081412852198284,3.5075296097725306,331684.9088169089,415467.48568570154,116673.99794926055,863826.392451871,21068.936401265146,136818,62219.816523330745,2990457076.2626686,0.4547633829125608,21857.190400843956,0.0674575326491268,-788.2539995788102,0.0,0.0,0.0,0,0.2689968249295154,control,0.5222209155616876,2.7657588386141985,-2180.120466408087,-0.08845544243154163,Low,-0.0
26,CA,112,1.0658935480849137,0.2793825725211715,0.5246495130083416,0.19596791447048692,16845.479319109378,20133.34797864211,40256.22100769199,31.29084812237121,58.76074545693426,21.948406420694536,527109.3349227967,1183050.5357688707,883559.8996381251,2593719.7703297925,23158.212235087434,136818,62219.816523330745,2990457076.2626686,0.4547633829125608,21857.190400843956,-0.1753808103913893,1301.0218342434782,0.1753808103913893,1301.0218342434782,25555.517526169457,1,0.869916274528276,treatment,0.27928023801567814,-19.642650763835604,-25555.517526169453,0.0034582397918087593,High,88.37710760926537
27,CA,190,0.906817925530128,0.5642611507876193,0.3722488573589253,0.06348999185345537,15611.524021559902,27674.120015639117,28890.997560778218,107.20961864964767,70.72728289819581,12.06309845215652,1673705.536891251,1957315.3153047308,348514.94795668154,3979535.8001526636,20944.925263961388,136818,62219.816523330745,2990457076.2626686,0.4547633829125608,21857.190400843956,0.1094977678750585,-912.2651368825682,0.0,0.0,0.0,0,0.1463774420056855,control,0.5642611507876193,20.804575896261113,-18979.28927778642,0.01754769335397155,High,0.0
28,FL,86,0.9397795245994024,0.3160224107965982,0.4558804380161827,0.2280971511872191,13502.931229994614,23879.485409779467,34316.71064840909,27.177927328507447,39.20571766939172,19.616355002100843,366981.6836906273,936212.3630661726,673168.7785835669,1976362.8253403667,22980.9630853531,138165,62388.53704565758,3004138507.337178,0.45155095028160225,21743.12240681199,-0.13552853948500404,1237.8406785411134,0.13552853948500404,1237.8406785411134,14427.5955778911,1,0.8771072152309813,treatment,0.31935927312488077,-11.655454395710347,-14427.5955778911,-0.006453117137789455,Medium,-93.1029642807844
29,FL,73,0.6231612116168651,0.2874019399295458,0.6052756577425092,0.10732240232794499,14197.575450774737,31678.66546322016,32380.184453286227,20.980341614856844,44.185123015203175,7.834535369939984,297869.98305995914,1399725.7304498511,253683.70038445175,1951279.413894262,26729.854984852904,138165,62388.53704565758,3004138507.337178,0.45155095028160225,21743.12240681199,-0.16414901035205642,4986.7325780409155,0.16414901035205642,4986.7325780409155,59755.406883031595,1,0.7344446294075927,treatment,0.3072141439812513,-11.98287775570012,-59755.406883031595,0.012265799472533256,High,732.9478382268991
30,NY,157,1.1993630627659648,0.3240957683080427,0.5700461940859117,0.1058580376060454,14144.179389588742,25705.126514057716,34390.63747949762,50.883035624362705,89.49725247148814,16.619711904149128,719698.7837578207,2300538.1974401674,571562.4871092838,3591799.468307272,22877.70361979154,141464,64915.735606509705,3072683737.9465666,0.4588851976934747,21720.605510564998,-0.13478942938543198,1157.0981092265429,0.13478942938543198,1157.0981092265429,24486.441240040447,1,0.728549336035898,control,0.3240957683080427,-21.16194041351282,-24486.44124004045,0.005937230911841063,High,145.38165585134794
31,NY,61,0.6955231925024973,0.5097787922363899,0.3538077500531413,0.1364134577104688,17327.607445945705,24669.12219983397,33059.566600122314,31.09650632641978,21.582272753241618,8.321220920338597,538828.0545645691,532415.7238998647,275095.9572102649,1346339.7356746986,22071.143207781945,141464,64915.735606509705,3072683737.9465666,0.4588851976934747,21720.605510564998,0.0508935945429152,350.537697216947,0.0,350.537697216947,0.0,1,0.40792951781326375,treatment,0.4944575723508435,3.104509267117827,1088.2475294841547,-0.017344402695545658,Medium,-0.0
32,FL,83,0.888263706385221,0.5909867078655408,0.24605951900494072,0.16295377312951856,17558.843559193694,26476.460731896917,33732.89640465682,49.05189675283988,20.42294007741008,13.52516316975004,861294.5813648367,540727.1709894318,456242.928061258,1858264.6804155265,22388.73108934369,138165,62388.53704565758,3004138507.337178,0.45155095028160225,21743.12240681199,0.1394357575839385,645.6086825317034,0.0,645.6086825317034,0.0,1,0.20552863894367943,treatment,0.5601607981263057,11.573167879466896,7471.737667380849,-0.032075059594025235,Medium,-0.0
33,CA,145,1.2011046108705998,0.3945221986514303,0.5248541764745399,0.08062362487402967,16629.092047864084,23029.838131328277,31741.462798856788,57.20571880445739,76.10385558880829,11.690425606734303,951279.1636635513,1752659.4753802377,371071.20949895965,3075009.8485427485,21206.96447270861,136818,62219.816523330745,2990457076.2626686,0.4547633829125608,21857.190400843956,-0.06024118426113051,-650.2259281353472,0.06024118426113051,0.0,0.0,0,0.46933123879688216,treatment,0.38167479069618926,-8.734971717863925,5679.705092484079,-0.013729527411440012,Medium,-0.0
34,CA,40,0.9288024088610423,0.45533967809300885,0.36550959711125836,0.17915072479573266,15122.60802722964,30028.071508272064,36848.90159885114,18.213587123720355,14.620383884450334,7.1660289918293065,275436.9388418199,439021.9327606631,264060.29717443255,978519.1687769155,24462.979219422887,136818,62219.816523330745,2990457076.2626686,0.4547633829125608,21857.190400843956,0.0005762951804480498,2605.7888185789307,0.0,2605.7888185789307,0.0,1,0.5701613163166942,treatment,0.39859745531760593,0.023051807217921993,60.068141496498214,-0.054803322784786446,Low,-0.0
35,NY,188,0.8523136028412241,0.5876521258618235,0.3334222625643058,0.07892561157387079,10885.127284296857,32124.536073866802,40511.842307964835,110.47859966202282,62.68338536208949,14.83801497588771,1202573.619511994,2013674.674296538,601115.3228663835,3817363.6166749154,20305.125620611252,141464,64915.735606509705,3072683737.9465666,0.4588851976934747,21720.605510564998,0.12876692816834878,-1415.4798899537454,0.0,0.0,0.0,0,0.09786562438620322,control,0.5876521258618235,24.20818249564957,-34266.19549492224,0.024597654784851097,High,0.0
36,FL,171,0.6407557941683071,0.45801763173843923,0.39611110606123495,0.14587126220032579,16647.208763031118,27195.306134685823,35209.32739296526,78.3210150272731,67.73499913647117,24.94398583625571,1303826.2876915126,1842074.0375490135,878260.9637942156,4024161.289034742,23533.106953419545,138165,62388.53704565758,3004138507.337178,0.45155095028160225,21743.12240681199,0.006466681456836987,1789.9845466075567,0.0,1789.9845466075567,0.0,1,0.5942500396508947,treatment,0.4689689210558826,1.1058025291191247,1979.369438722786,0.016944527928322406,High,0.0
37,NY,54,1.3615980196914435,0.3929899862420101,0.5472982074590126,0.05971180629897728,16563.309335921243,27001.690106623337,45041.56158288635,21.221459257068545,29.55410320278668,3.224437540144773,351497.59423447575,798010.7360608102,145233.70203460136,1294742.0323298872,23976.704302405316,141464,64915.735606509705,3072683737.9465666,0.4588851976934747,21720.605510564998,-0.0658952114514646,2256.098791840319,0.0658952114514646,2256.098791840319,8027.9697749604275,1,0.443198040734516,control,0.3929899862420101,-3.5583414183790882,-8027.9697749604275,-0.07505657295687579,Low,-602.551899109911
38,NY,49,0.7500334403641363,0.41036500277744836,0.49011659542140945,0.09951840180114221,15569.719166802986,23236.97276021559,35392.726711080926,20.10788513609497,24.01571317564906,4.876401688255968,313074.12460733077,558052.4728797079,172589.15228589714,1043715.7497729359,21300.32142393747,141464,64915.735606509705,3072683737.9465666,0.4588851976934747,21720.605510564998,-0.04852019491602633,-420.2840866275292,0.04852019491602633,0.0,0.0,0,0.5257725218315319,control,0.41036500277744836,-2.37748955088529,999.2210243603186,-0.0282950571653523,Medium,-0.0
39,TX,76,0.8242372519156153,0.5110219934464374,0.3879868588141802,0.1009911477393824,15958.685585074647,24973.784540843764,39030.27368361141,38.83767150192924,29.487001269877695,7.675327228193063,619798.1883557027,736402.016469512,299570.12232764985,1655770.3271528645,21786.451673064006,134654,62008.066623482635,2921097736.5648656,0.46049925455970586,21693.36029055851,0.05052273888673153,93.09138250549586,0.0,93.09138250549586,0.0,1,0.3033362190280345,treatment,0.4884820003333083,3.8397281553915965,357.4456024306811,-0.02610018437795919,Medium,-0.0
40,TX,66,0.46248117404984157,0.41178717292868927,0.456807466680652,0.13140536039065887,13376.59342319127,26632.694760768092,31201.267268801534,27.17795341329349,30.149292800923032,8.672753785783485,363548.4328840604,802956.912420006,270600.9088267408,1437106.2541308072,21774.33718380011,134654,62008.066623482635,2921097736.5648656,0.46049925455970586,21693.36029055851,-0.04871208163101659,80.97689324160092,0.04871208163101659,80.97689324160092,260.3405002315247,1,0.5652990741398045,treatment,0.41130310506744094,-3.214997387647095,-260.3405002315247,-0.006433912631657934,Medium,-1.675008032971752
41,TX,182,0.99404168565763,0.631047309184521,0.23158326964323325,0.13736942117224582,14313.27455593034,21554.765010875777,34424.50279967376,114.85061027158282,42.14815507506845,25.00123465334874,1643888.3177333183,908493.5782850517,860655.0723195043,3413036.9683378744,18752.950375482826,134654,62008.066623482635,2921097736.5648656,0.46049925455970586,21693.36029055851,0.17054805462481515,-2940.4099150756847,0.0,0.0,0.0,0,0.15029058948143184,control,0.631047309184521,31.039745941716358,-91269.57672845303,0.00871343401318636,High,0.0
42,CA,38,0.9000115340915322,0.4026930022558736,0.48185480225675015,0.11545219548737624,13358.752993420872,29733.66594232795,33448.00342117656,15.302334085723198,18.310482485756506,4.387183428520297,204420.101273981,544437.7694743306,146742.52632647599,895600.3970747876,23568.431501968094,136818,62219.816523330745,2990457076.2626686,0.4547633829125608,21857.190400843956,-0.052070380656687176,1711.2411011241384,0.052070380656687176,1711.2411011241384,3385.9890701742916,1,0.635535178765073,control,0.4026930022558736,-1.9786744649541128,-3385.989070174291,-0.027192831170458176,Medium,-92.07462913026617
43,FL,133,1.054557375090524,0.35651528826467216,0.43138617187458006,0.2120985398607478,14689.311907265641,20396.509205854247,28886.728345422714,47.4165333392014,57.37436085931915,28.20910580147946,696516.2477807894,1170236.6794471066,814868.776154625,2681621.703382521,20162.569198364818,138165,62388.53704565758,3004138507.337178,0.45155095028160225,21743.12240681199,-0.09503566201693009,-1580.5532084471706,0.09503566201693009,0.0,0.0,0,0.8722278271460588,treatment,0.35195899523281104,-12.639743048251702,19977.786428862048,-0.005771789625877655,Medium,-0.0
44,FL,27,0.6476104969127279,0.4729093321866938,0.42586094566198324,0.10122972215132287,16754.092728974356,18792.65659001386,31157.82345494593,12.768551969040733,11.498245532873547,2.7332024980857175,213925.50370403653,216082.57968695348,85160.64090197197,515168.724292962,19080.323121961555,138165,62388.53704565758,3004138507.337178,0.45155095028160225,21743.12240681199,0.02135838190509154,-2662.7992848504327,0.0,0.0,0.0,0,0.39337895585974464,treatment,0.42949450833491115,0.5766763114374716,-1535.5732696858845,-0.044470152607497926,Low,-0.0
45,FL,45,1.2202542380605406,0.4202333032271722,0.4501337546141626,0.12963294215866522,15877.458488090762,30229.60689542311,36786.778195747356,18.91049864522275,20.256018957637316,5.833482397139935,300250.6572286208,612331.4903556142,214595.0230523834,1127177.1706366185,25048.381569702633,138165,62388.53704565758,3004138507.337178,0.45155095028160225,21743.12240681199,-0.031317647054430076,3305.259162890645,0.031317647054430076,3305.259162890645,4658.08229490736,1,0.5410398254983841,treatment,0.3426560369326377,-1.4092941174493534,-4658.08229490736,-0.07488871182016282,Low,-348.83778261791997
46,FL,132,0.4482368341461651,0.5368480251542664,0.2752896738030897,0.18786230104264387,12911.270506863566,27336.005179653162,41419.55158843717,70.86393932036317,36.338236942007846,24.797823737628992,914943.4897471744,993342.2332661904,1027114.7395816959,2935400.4625950605,22237.88229238682,138165,62388.53704565758,3004138507.337178,0.45155095028160225,21743.12240681199,0.08529707487266419,494.7598855748329,0.0,494.7598855748329,0.0,1,0.48960029555444884,control,0.5368480251542664,11.259213883191673,5570.607372510482,0.02993069825941963,High,0.0
47,TX,90,0.9723467500052783,0.49540702892144545,0.393993531303412,0.11059943977514251,18664.103407765047,22169.90763178707,37807.549669599306,44.58663260293009,35.459417817307084,9.953949579762826,832169.5215051157,786132.0176866428,376334.44314557017,1994635.9823373286,22162.62202597032,134654,62008.066623482635,2921097736.5648656,0.46049925455970586,21693.36029055851,0.034907774361739585,469.26173541180833,0.0,469.26173541180833,0.0,1,0.4163723034671355,control,0.49540702892144545,3.141699692556563,1474.2794498718372,-0.030674260142702192,Medium,-0.0
48,CA,49,1.034646484941875,0.6100894642361823,0.26660451251912237,0.12330602324469545,15346.125898181077,25467.37425235237,36681.11226223703,29.89438374757293,13.063621113436996,6.041995138990077,458762.97663879243,332696.1279868321,221627.10198118546,1013086.2066068101,20675.22870626143,136818,62219.816523330745,2990457076.2626686,0.4547633829125608,21857.190400843956,0.15532608132362147,-1181.9616945825255,0.0,0.0,0.0,0,0.14552677969731032,treatment,0.5516866323214761,7.610977984857452,-8995.884436412409,-0.05715816264981455,Low,-0.0
49,CA,154,1.0173322020118256,0.5507609286560912,0.2846559518859327,0.16458311945797607,13651.894969368426,25708.158720138188,30710.898616219536,84.81718301303803,43.837016590433635,25.345800396528315,1157915.274091695,1126968.980324199,778392.3063247179,3063276.560740612,19891.406238575404,136818,62219.816523330745,2990457076.2626686,0.4547633829125608,21857.190400843956,0.09599754574353037,-1965.7841622685519,0.0,0.0,0.0,0,0.4106051595667224,control,0.5507609286560912,14.783622044503677,-29061.410076049557,-0.009895446725542989,Medium,-0.0
