provider_id,cbsa,procedure_volume,risk_score,asc_rate,hopd_rate,inpatient_rate,asc_cost,hopd_cost,inpatient_cost,provider_avg_cost,cbsa_asc_avg,cbsa_cost_avg,asc_gap,cost_gap,opportunity_score,high_cost_flag,high_cost_prob,treatment,asc_rate_post,volume_x_gap,cost_x_gap,uplift_score,uplift_segment,final_score
10,TX,192,1.7439554604723808,0.5054956914345284,0.32680548559166345,0.16769882297380803,12764.642661779064,29905.5298361706,34953.58244997541,22087.43770379523,0.45981866948023653,21705.387221891568,-0.04567702195429191,382.0504819036614,-3350.5782239157784,1,0.49239037410978553,control,0.5054956914345284,-8.769988215224046,-17.450928249561347,-0.04926506332362701,Low,165.06644837197655
11,TX,100,1.257994432082084,0.3335783333997986,0.5888787121967997,0.07754295440340171,12817.488277718194,25500.57708958462,40000.045500386674,22394.10507921297,0.45981866948023653,21705.387221891568,0.12624033608043794,688.7178573214042,8694.397377285317,1,0.6696051589162125,treatment,0.290478686752522,12.624033608043794,86.94397377285317,-0.03890751052922581,Medium,-338.27735750200173
12,TX,100,0.8218851824393913,0.40140949716247354,0.44020939090553945,0.158381111931987,17498.19329974802,31748.108312684602,39240.295688995284,27214.67806019663,0.45981866948023653,21705.387221891568,0.05840917231776299,5509.2908383050635,32179.311792323337,1,0.7092897697206701,control,0.40140949716247354,5.840917231776299,321.7931179232334,-0.010775396423824912,Medium,-346.7448412081477
13,TX,132,1.3324800468486795,0.368454988798854,0.4731189648175641,0.15842604638358196,15860.094277270053,27352.827220706688,47148.685793925564,26254.452041288125,0.45981866948023653,21705.387221891568,0.09136368068138251,4549.064819396557,54861.74833369006,1,0.7662430426031015,treatment,0.32927692260304425,12.060005849942492,415.619305558258,-0.03417547944592192,Medium,-1874.926552545366
14,FL,115,0.8295831137015606,0.26720392594235454,0.5297945410552457,0.20300153300239984,13093.779150085995,25794.732385093732,39445.78487185485,25172.172399398147,0.45364567185522325,21742.780054805095,0.18644174591286872,3429.3923445930523,73528.91805680782,1,0.8679189759207843,control,0.26720392594235454,21.440800779979902,639.381896146155,0.02344606206550881,High,1723.9635763696276
15,NY,91,1.3225541190921188,0.4122605022292303,0.40919757453155947,0.1785419232392103,13272.465912087808,25048.046865447024,28266.322056866124,20768.0369897632,0.45660124483146614,21757.72819188544,0.04434074260223586,-989.6912021222379,-3993.4114992589575,0,0.7626960575584759,control,0.4122605022292303,4.035007576803463,-43.883642848999536,-0.048623687492010514,Low,194.17439276696874
16,FL,166,1.0240919371208363,0.5787822244179278,0.325022277636743,0.09619549794532924,13005.894087240642,26993.733644006632,27099.042010966008,18907.950941338,0.45364567185522325,21742.780054805095,-0.12513655256270456,-2834.8291134670944,58886.9632323676,0,0.10526734558286797,control,0.5787822244179278,-20.772667725408958,354.7407423636602,-0.01120679143754566,Medium,-659.9339153355633
17,FL,82,0.8023446250608108,0.5029339363867502,0.40839165495883734,0.08867440865441256,11242.94401278581,27274.291573958988,35279.757860092934,19921.4628283598,0.45364567185522325,21742.780054805095,-0.04928826453152696,-1821.317226445295,7361.104350734741,0,0.2885971233405032,treatment,0.4622100452039681,-4.041637691585211,89.76956525286269,-0.03427363651347293,Medium,-252.29181485482664
18,FL,57,1.203946103748691,0.511256168442337,0.3427713669478125,0.14597246460985056,16038.298329880823,26513.626753243123,35754.51154610081,22506.965208728932,0.45364567185522325,21742.780054805095,-0.05761049658711376,764.1851539238378,-2509.4299135169786,1,0.4377585681945706,control,0.511256168442337,-3.283798305465484,-44.02508620205226,-0.07422078143778754,Low,186.25184914458976
19,TX,86,1.0412558718171054,0.5490011610454768,0.2997804399685963,0.15121839898592682,14745.49643689853,31789.516272307366,32258.031269996824,22503.177681637273,0.45981866948023653,21705.387221891568,-0.08918249156524027,797.7904597457054,-6118.808921450646,1,0.4422027093459064,treatment,0.5094459606531022,-7.669694274610664,-71.14894094710054,-0.042704241528735865,Low,261.2990940498122
20,CA,88,1.1194803316537978,0.5326940436840552,0.36758270978483853,0.09972324653110629,18419.528942912257,28472.259604708983,38840.64188005349,24151.198600182728,0.4558528601520902,21816.517242385336,-0.07684118353196495,2334.6813577973917,-15787.171725878654,1,0.2481176677115377,treatment,0.48355631926049775,-6.762024150812916,-179.3996787031665,-0.053311557504395035,Low,841.6387132959393
21,NY,32,1.0646521069552326,0.5351504950802348,0.38035136049293866,0.0844981444268266,10832.946335741854,23101.74507913674,22428.71313977343,16479.221407553017,0.45660124483146614,21757.72819188544,-0.07854925024876869,-5278.506784332421,13267.92801095522,0,0.22474789409554924,control,0.5351504950802348,-2.513576007960598,414.6227503423506,-0.07356480066538823,Low,-976.0524793686417
22,CA,194,1.0615044318612783,0.3869383704540074,0.4613986268507918,0.1516630026952007,16696.422879344464,22618.823232128972,32680.221451198668,21853.161155662547,0.4558528601520902,21816.517242385336,0.06891448969808278,36.64391327721023,489.90753730371017,1,0.7494876706736165,treatment,0.39956885749284254,13.369411001428059,2.525296584039743,0.014880441157086366,High,7.290040281260953
23,FL,50,1.2401661664260235,0.5220757390774962,0.40040210700378104,0.07752215391872279,16873.903485396302,26328.691885028726,23585.42174572566,21179.912033489603,0.45364567185522325,21742.780054805095,-0.0684300672222729,-562.8680213154912,1925.85482679434,0,0.2713329494502389,control,0.5220757390774962,-3.421503361113645,38.5170965358868,-0.08133976872972631,Low,-156.64858621847873
24,FL,133,1.7751420546453,0.6131036485599559,0.26042390595227966,0.12647244548776443,17136.73493058342,25559.868229263797,31239.981804271138,21113.99232601543,0.45364567185522325,21742.780054805095,-0.15945797670473266,-628.7877287896663,13335.274128272062,0,0.1671429891197612,treatment,0.5228552930852728,-21.207910901729445,100.26521900956436,-0.08343285150326951,Low,-1112.5999460995147
25,CA,41,1.3746375701648674,0.5222209155616876,0.39222958176093375,0.08554950267737879,15491.290340413483,25835.260216511902,33263.86686064984,21068.936401265146,0.4558528601520902,21816.517242385336,-0.06636805540959739,-747.5808411201906,2034.2349541513477,0,0.26239780475064123,control,0.5222209155616876,-2.7210902717934933,49.61548668661823,-0.09740814118790947,Low,-198.15104562335503
26,CA,112,1.0658935480849137,0.2793825725211715,0.5246495130083416,0.19596791447048692,16845.479319109378,20133.34797864211,40256.22100769199,23158.212235087434,0.4558528601520902,21816.517242385336,0.1764702876309187,1341.6949927020978,26518.161742811488,1,0.86399501719106,treatment,0.27944365960160755,19.764672214662895,236.76930127510258,0.002399885656492018,High,63.640556003108664
27,CA,190,0.906817925530128,0.5642611507876193,0.3722488573589253,0.06348999185345537,15611.524021559902,27674.120015639117,28890.997560778218,20944.925263961384,0.4558528601520902,21816.517242385336,-0.10840829063552909,-871.5919784239522,17952.681337390128,0,0.14724102515225498,control,0.5642611507876193,-20.597575220750528,94.48779651257962,0.00376568102875785,High,67.60407152754512
28,FL,86,0.9397795245994024,0.3160224107965982,0.4558804380161827,0.2280971511872191,13502.931229994614,23879.485409779467,34316.71064840909,22980.9630853531,0.45364567185522325,21742.780054805095,0.13762326105862505,1238.183030548007,14654.639634826239,1,0.8789580334107471,treatment,0.31967348136092394,11.835600451041755,170.40278645146788,-0.005070097676471819,High,-74.30045436206433
29,FL,73,0.6231612116168651,0.2874019399295458,0.6052756577425092,0.10732240232794499,14197.575450774737,31678.66546322016,32380.184453286227,26729.854984852907,0.45364567185522325,21742.780054805095,0.16624373192567743,4987.074930047813,60522.106186781864,1,0.743446870714863,treatment,0.30752835221729447,12.135792430574453,829.0699477641351,0.011672919013883454,High,706.4696440679594
30,NY,157,1.1993630627659648,0.3240957683080427,0.5700461940859117,0.1058580376060454,14144.179389588742,25705.126514057716,34390.63747949762,22877.703619791537,0.45660124483146614,21757.72819188544,0.13250547652342343,1119.975427906098,23299.251809767946,1,0.7335469443625869,control,0.3240957683080427,20.80335981417748,148.40287776922258,0.0054140370688501305,High,126.14301297455715
31,NY,61,0.6955231925024973,0.5097787922363899,0.3538077500531413,0.1364134577104688,17327.607445945705,24669.12219983397,33059.566600122314,22071.143207781948,0.45660124483146614,21757.72819188544,-0.05317754740492375,313.41501589650943,-1016.6651537803453,1,0.3961593768405789,treatment,0.4864809402401049,-3.243830391700349,-16.666641865251563,-0.025383540397348858,Medium,25.806561001560286
32,FL,83,0.888263706385221,0.5909867078655408,0.24605951900494072,0.16295377312951856,17558.843559193694,26476.460731896917,33732.89640465682,22388.73108934369,0.45364567185522325,21742.780054805095,-0.1373410360103175,645.951034538597,-7363.393496523785,1,0.21299382187494373,treatment,0.5395596427247581,-11.399305988856351,-88.7155842954673,-0.04984751372883767,Low,367.04685840880336
33,CA,145,1.2011046108705998,0.3945221986514303,0.5248541764745399,0.08062362487402967,16629.092047864084,23029.838131328277,31741.462798856788,21206.964472708612,0.4558528601520902,21816.517242385336,0.06133066150065991,-609.552769676724,-5420.719814655767,0,0.4745198746467606,treatment,0.38183821228211867,8.892945917595688,-37.38427458383288,-0.014776461893971804,Medium,80.09905977915884
34,CA,40,0.9288024088610423,0.45533967809300885,0.36550959711125836,0.17915072479573266,15122.60802722964,30028.071508272064,36848.90159885114,24462.979219422887,0.4558528601520902,21816.517242385336,0.0005131820590813518,2646.4619770375502,54.32467226626541,1,0.566187374122191,treatment,0.3986744326264681,0.020527282363254074,1.3581168066566354,-0.055043167345064314,Low,-2.9902020265178213
35,NY,188,0.8523136028412241,0.5876521258618235,0.3334222625643058,0.07892561157387079,10885.127284296857,32124.536073866802,40511.842307964835,20305.125620611256,0.45660124483146614,21757.72819188544,-0.13105088103035734,-1452.602571274183,35788.5911894595,0,0.09372556051999713,control,0.5876521258618235,-24.63756563370718,190.36484675244412,0.004390114832887759,High,157.11602502900232
36,FL,171,0.6407557941683071,0.45801763173843923,0.39611110606123495,0.14587126220032579,16647.208763031118,27195.306134685823,35209.32739296526,23533.10695341954,0.45364567185522325,21742.780054805095,-0.004371959883215981,1790.3268986144467,-1338.457591738009,1,0.580028442422392,treatment,0.4683131270734002,-0.7476051400299328,-7.827237378584846,0.014472330420040369,High,-19.370600520843958
37,NY,54,1.3615980196914435,0.3929899862420101,0.5472982074590126,0.05971180629897728,16563.309335921243,27001.690106623337,45041.56158288635,23976.70430240532,0.45660124483146614,21757.72819188544,0.06361125858945604,2218.9761105198813,7622.200611185701,1,0.4351057919987323,control,0.3929899862420101,3.4350079638306266,141.15186317010557,-0.07277146723672967,Low,-554.678722048681
38,NY,49,0.7500334403641363,0.41036500277744836,0.49011659542140945,0.09951840180114221,15569.719166802986,23236.97276021559,35392.726711080926,21300.32142393747,0.45660124483146614,21757.72819188544,0.04623624205401777,-457.40676794797037,-1036.2897319594265,0,0.518478738489977,control,0.41036500277744836,2.2655758606468708,-21.148770039988296,-0.028246569749709294,Medium,29.27163019469949
39,TX,76,0.8242372519156153,0.5110219934464374,0.3879868588141802,0.1009911477393824,15958.685585074647,24973.784540843764,39030.27368361141,21786.451673064003,0.45981866948023653,21705.387221891568,-0.051203323966200864,81.06445117243493,-315.45847101985873,1,0.29370950996465206,treatment,0.4808015017383782,-3.8914526214312657,-4.150769355524457,-0.03247865755725576,Medium,10.245667653789484
40,TX,66,0.46248117404984157,0.41178717292868927,0.456807466680652,0.13140536039065887,13376.59342319127,26632.694760768092,31201.267268801534,21774.33718380011,0.45981866948023653,21705.387221891568,0.04803149655154726,68.94996190854363,218.57681060420887,1,0.5690919100874272,treatment,0.41120101730552056,3.1700787724021193,3.3117698576395282,-0.005999229805166706,High,-1.311292516895048
41,TX,182,0.99404168565763,0.631047309184521,0.23158326964323325,0.13736942117224582,14313.27455593034,21554.765010875777,34424.50279967376,18752.950375482826,0.45981866948023653,21705.387221891568,-0.17122863970428448,-2952.436846408742,92008.5975942545,0,0.14854240744609462,control,0.631047309184521,-31.163612426179775,505.5417450233764,-0.013514711685013836,Medium,-1243.4696690288072
42,CA,38,0.9000115340915322,0.4026930022558736,0.48185480225675015,0.11545219548737624,13358.752993420872,29733.66594232795,33448.00342117656,23568.431501968094,0.4558528601520902,21816.517242385336,0.05315985789621658,1751.914259582758,3538.9974972594455,1,0.6355109297370598,control,0.4026930022558736,2.0200746000562297,93.1315130857749,-0.028036283144330043,Medium,-99.2203358802412
43,FL,133,1.054557375090524,0.35651528826467216,0.43138617187458006,0.2120985398607478,14689.311907265641,20396.509205854247,28886.728345422714,20162.56919836482,0.45364567185522325,21742.780054805095,0.0971303835905511,-1580.2108564402733,-20413.702723119604,0,0.8676986693222041,treatment,0.3522732034688542,12.918341017543296,-153.48648663999703,-0.007916899907394637,Medium,161.61324119824724
44,FL,27,0.6476104969127279,0.4729093321866938,0.42586094566198324,0.10122972215132287,16754.092728974356,18792.65659001386,31157.82345494593,19080.323121961555,0.45364567185522325,21742.780054805095,-0.019263660331470533,-2662.456932843539,1384.7939820396034,0,0.3919806321838816,treatment,0.4266049592851906,-0.5201188289497044,51.288666001466794,-0.04533332825123637,Low,-62.77732014813807
45,FL,45,1.2202542380605406,0.4202333032271722,0.4501337546141626,0.12963294215866522,15877.458488090762,30229.60689542311,36786.778195747356,25048.38156970263,0.45364567185522325,21742.780054805095,0.03341236862805108,3305.601514897535,4970.158935894023,1,0.5414419383253913,treatment,0.3429702451686808,1.5035565882622985,110.44797635320052,-0.0742568564502935,Low,-369.06837863782596
46,FL,132,0.4482368341461651,0.5368480251542664,0.2752896738030897,0.18786230104264387,12911.270506863566,27336.005179653162,41419.55158843717,22237.88229238682,0.45364567185522325,21742.780054805095,-0.08320235329904319,495.1022375817265,-5437.564610335655,1,0.48590311907237577,control,0.5368480251542664,-10.982710635473701,-41.19367129042163,0.02089099485821766,High,-113.59613431574847
47,TX,90,0.9723467500052783,0.49540702892144545,0.393993531303412,0.11059943977514251,18664.103407765047,22169.90763178707,37807.549669599306,22162.62202597032,0.45981866948023653,21705.387221891568,-0.03558835944120892,457.23480407875104,-1464.5012900926797,1,0.41905265833153144,control,0.49540702892144545,-3.2029523497088026,-16.27223655658533,-0.035413438227788474,Medium,51.86302597121364
48,CA,49,1.034646484941875,0.6100894642361823,0.26660451251912237,0.12330602324469545,15346.125898181077,25467.37425235237,36681.11226223703,20675.22870626143,0.4558528601520902,21816.517242385336,-0.15423660408409207,-1141.288536123906,8625.39493650094,0,0.14209033999989348,treatment,0.5285511417088622,-7.557593600120511,176.0284680918559,-0.07970187315938293,Low,-687.4601331785816
49,CA,154,1.0173322020118256,0.5507609286560912,0.2846559518859327,0.16458311945797607,13651.894969368426,25708.158720138188,30710.898616219536,19891.4062385754,0.4558528601520902,21816.517242385336,-0.09490806850400096,-1925.111003809936,28137.119322219518,0,0.41041014734313697,control,0.5507609286560912,-14.615842549616149,182.70856702739945,-0.022415209636509892,Medium,-630.6994281750436
50,TX,86,1.0473264613480804,0.49698841209910954,0.42067480769224386,0.0823367802086465,14397.844549769972,25309.602195626074,37427.574335444246,20884.33989865244,0.45981866948023653,21705.387221891568,-0.037169742618873014,-821.0473232391269,2624.5581207133164,0,0.30655007318194927,treatment,0.4513597791192734,-3.196597865223079,30.51811768271298,-0.04501962587136349,Low,-118.15662467216235
51,CA,84,1.23660150527826,0.5806942027044998,0.25676106596551634,0.16254473132998384,13890.280620679514,21900.189540140927,31837.40371328243,18864.123674360413,0.4558528601520902,21816.517242385336,-0.12484134255240958,-2952.3935680249233,30960.78524912774,0,0.24585589918965628,control,0.5806942027044998,-10.486672774402406,368.5807767753302,-0.0764606545218326,Low,-2367.2819046582067
52,TX,55,1.3974096114919152,0.5868205879213876,0.32640497142046915,0.08677444065814328,15452.322700327224,25947.63847877242,29138.35821481629,20065.644023636698,0.45981866948023653,21705.387221891568,-0.12700191844115105,-1639.7431982548696,11453.779256105843,0,0.10414469352513966,control,0.5868205879213876,-6.985105514263308,208.25053192919714,-0.10435420440242182,Low,-1195.2500216718881
53,FL,44,0.9533176215061178,0.5205607018067123,0.4075901355689352,0.07184916262435245,12354.429313560486,28493.071816579773,30504.135229266893,20236.421971186457,0.45364567185522325,21742.780054805095,-0.06691502995148907,-1506.3580836186375,4435.111836452387,0,0.27346924206622114,control,0.5205607018067123,-2.944261317865519,100.7979962830088,-0.055454388577917624,Low,-245.94641516515253
54,TX,56,0.7096472094581159,0.5938433904904933,0.30168117978282216,0.10447542972668455,15588.687455577374,19819.944863378918,34399.727405427424,18830.469664694163,0.45981866948023653,21705.387221891568,-0.13402472101025675,-2874.9175571974047,21577.361317728777,0,0.11007963948912679,treatment,0.5500195684966921,-7.505384376574378,385.31002353087104,-0.044252346557885125,Low,-954.8488708368387
55,FL,20,1.168215184687827,0.31803823501744394,0.6010990398349279,0.08086272514762821,16680.154273561922,23547.088535577288,32300.194772179984,22070.9409067035,0.45364567185522325,21742.780054805095,0.13560743683777932,328.1608518984067,890.0210399289008,1,0.6911598319792576,control,0.31803823501744394,2.7121487367555863,44.501051996445035,-0.0540656816720928,Low,-48.11959422626095
56,FL,162,0.9159281845767426,0.5436767366316957,0.3711507899099675,0.08517247345833673,16319.349695383331,21518.140204001545,36437.90952772809,19962.432402573762,0.45364567185522325,21742.780054805095,-0.09003106477647244,-1780.3476522313322,25966.42835803411,0,0.2108526078048288,control,0.5436767366316957,-14.585032493788535,160.2865948026797,-0.002064878133440473,High,-53.61751012005325
57,NY,56,1.379385913486654,0.5646846852311246,0.29986883762294314,0.13544647714593222,15529.725432076246,22709.632460743236,33111.081966089514,20064.08861298213,0.45660124483146614,21757.72819188544,-0.10808344039965845,-1693.6395789033086,10251.045979154309,0,0.2850133753928615,treatment,0.4735306694684147,-6.052672662380873,183.0543924848984,-0.09727768108849538,Low,-997.1979815836758
58,TX,160,0.8194100156883622,0.6075089423123822,0.2374688708296213,0.15502218685799654,16151.288061927786,26135.558368727165,36389.24329599217,21659.57353566005,0.45981866948023653,21705.387221891568,-0.14769027283214564,-45.81368623151866,1082.5977310366889,0,0.20054949333494626,treatment,0.6042863723840673,-23.630443653143303,6.766235818979305,-0.004492884458059954,High,-4.863986520105709
59,NY,155,0.7425967334101657,0.5722469049910535,0.24768153860904835,0.18007155639989822,15784.685633501977,21111.857348197187,33444.65984427221,20284.18676234775,0.45660124483146614,21757.72819188544,-0.11564566015958733,-1473.5414295376904,26413.34406566518,0,0.3619503669304891,control,0.5722469049910535,-17.925077324736037,170.40867139138825,0.0033740223538201164,High,89.11921331669623
60,TX,152,1.043138125285803,0.5532339919638966,0.36079820690025954,0.0859678011358438,17093.31054422191,30209.06240498091,34757.70282814478,23344.019260782316,0.45981866948023653,21705.387221891568,-0.09341532248366002,1638.632038890748,-23267.147732445555,1,0.22341339340721253,control,0.5532339919638966,-14.199129017516324,-153.07334034503654,-0.024341401624127457,Medium,566.3549876033637
61,TX,147,0.4778746626289023,0.3996617297429678,0.49366855484484856,0.10666971541218369,14520.968168344072,25208.17351118364,30095.3585280864,21458.2211726658,0.45981866948023653,21705.387221891568,0.06015693973726871,-247.1660492257688,-2185.706709870885,0,0.5610425180141108,treatment,0.44721262099923476,8.843070141378501,-14.868753128373365,0.04723837024114025,High,-103.24922279942537
62,NY,146,0.8597713858725149,0.5328316698221416,0.2850460585261341,0.18212227165172434,13172.922108769346,23839.669648714193,42176.141542657555,21495.56866083712,0.45660124483146614,21757.72819188544,-0.07623042499067545,-262.15953104831715,2917.7417402067313,0,0.4380834876436009,treatment,0.5380316239098424,-11.129642048638615,19.98453246716939,0.0013511462576816236,High,3.942295833161793
63,NY,20,0.9010478270174954,0.4734495740267507,0.42608827547457323,0.10046215049867596,15731.355132219205,19311.16893580574,26847.054975179595,18373.37893283106,0.45660124483146614,21757.72819188544,-0.01684832919528456,-3384.349259054379,1140.4126085673115,0,0.41511003841577127,control,0.4734495740267507,-0.33696658390569123,57.02063042836557,-0.0700212002303397,Low,-79.85305960969573
64,TX,183,1.0661416962318047,0.34291278498278577,0.45531410951145895,0.20177310550575533,17167.595152488593,25425.643196417554,47447.278548436596,27037.22669644444,0.45981866948023653,21705.387221891568,0.11690588449745076,5331.839474552871,114068.18398809787,1,0.8824626633547586,treatment,0.39255269263932885,21.39377686303349,623.3234097710265,0.03543108704671527,High,4041.5597561430286
65,CA,54,0.7011183711189403,0.5238458483160076,0.28420696798292366,0.19194718370106875,14218.857189923881,25165.73350012483,37369.1245919591,21773.664344677505,0.4558528601520902,21816.517242385336,-0.06799298816391736,-42.85289770783129,157.33961459845924,0,0.4579399619249555,treatment,0.47909091831132095,-3.671621360851537,2.913696566638134,-0.04123835055216285,Low,-6.488426182553462
66,FL,123,0.7361498583196145,0.3818160140167062,0.4506959400206171,0.1674880459626767,18195.18515119444,21026.02825958393,27186.54736341504,20976.980334448403,0.45364567185522325,21742.780054805095,0.07182965783851708,-765.799720356692,-6765.87722198455,0,0.7286434415485877,treatment,0.3950282928379294,8.8350479141376,-55.00713188605325,0.013850550122708971,High,-93.71112158719194
67,NY,42,1.3470741072089198,0.3446205546962756,0.47621568770496053,0.1791637575987639,15763.191966520555,22023.73066709913,35494.82419522337,22279.75208287137,0.45660124483146614,21757.72819188544,0.11198069013519052,522.0238909859327,2455.1770143458125,1,0.8415491838923431,treatment,0.26140754881479544,4.703188985678002,58.4565955796622,-0.07394438177339874,Low,-181.54654647006004
68,FL,28,0.9959615636243044,0.5054600250548994,0.4288126034106061,0.06572737153449461,16856.697847022322,30163.17325908972,36111.87158205764,23828.27416873407,0.45364567185522325,21742.780054805095,-0.051814353199676144,2085.4941139289767,-3025.638801218926,1,0.3106322513707044,control,0.5054600250548994,-1.450801889590932,-108.05852861496165,-0.07936102414393614,Low,240.1177939543652
69,CA,53,1.259391155170888,0.6053078312022887,0.26123907163344373,0.13345309716426754,12676.602347409174,23830.444938226006,42463.11688439477,19565.524449668934,0.4558528601520902,21816.517242385336,-0.1494549710501985,-2250.9927927164026,17830.369321490678,0,0.1406707299326811,treatment,0.4970060264590707,-7.921113465660521,336.4220626696354,-0.10198187849097462,Low,-1818.3745575934638
70,CA,193,0.8374637795849611,0.45431237928162355,0.4103121002262617,0.13537552049211488,16581.8009530736,25131.294317050288,28255.65039923493,21670.114976038043,0.4558528601520902,21816.517242385336,0.001540480870466654,-146.40226634729333,-43.52726890528709,0,0.543709166964499,treatment,0.4857466381074559,0.2973128080000642,-0.22552989070096935,0.029756380205402666,High,-1.2952139628485237
71,CA,147,0.9836647112737373,0.5387425251528779,0.3815348722527108,0.07972260259441138,15935.923715320841,26658.594123768118,28261.612638812796,21009.632399565584,0.4558528601520902,21816.517242385336,-0.0828896650007877,-806.8848428197525,9831.714904384751,0,0.214129346386597,treatment,0.5145470422232156,-12.184780755115792,66.88241431554253,-0.02191153854815775,Medium,-215.42800012192356
72,NY,23,1.0643603281087641,0.5301878362766103,0.33761509681105384,0.13219706691233585,19223.900638094776,24537.43227692135,36724.0968069615,23331.303740660485,0.45660124483146614,21757.72819188544,-0.07358659144514412,1573.5755487750466,-2663.2634033628897,1,0.3815831793148259,control,0.5301878362766103,-1.6924916032383148,-115.79406101577781,-0.0957936468306767,Low,255.12371387881072
73,CA,177,1.524266472286979,0.4669718722434917,0.3870170790409577,0.1460110487155505,16031.942958319203,29059.662424078066,35966.48462724601,23984.556227266068,0.4558528601520902,21816.517242385336,-0.011119012091401481,2168.0389848807317,-4266.8419486908015,1,0.5422964113640318,treatment,0.42738185255573397,-1.9680651401780622,-24.10645168751865,-0.04107744136351926,Medium,175.27094995475068
74,NY,121,0.9347145459485556,0.5215921660160081,0.364957984901007,0.11344984908298476,16307.690325490497,22804.604767127636,42336.225281023806,21631.724490741082,0.45660124483146614,21757.72819188544,-0.06499092118454197,-126.00370114435646,990.8806898140476,0,0.2640914808239547,control,0.5215921660160081,-7.8639014633295785,8.189096610033452,-0.021983178492873845,Medium,-21.78270706932417
